dms_orig,dms_dest,sctg2,dms_mode,thousand tons in 2017,thousand tons in 2018,thousand tons in 2019,thousand tons in 2020,thousand tons in 2021,thousand tons in 2022,thousand tons in 2023,thousand tons in 2024,thousand tons in 2030,thousand tons in 2030_low,thousand tons in 2030_high,thousand tons in 2035,thousand tons in 2035_low,thousand tons in 2035_high,thousand tons in 2040,thousand tons in 2040_low,thousand tons in 2040_high,thousand tons in 2045,thousand tons in 2045_low,thousand tons in 2045_high,thousand tons in 2050,thousand tons in 2050_low,thousand tons in 2050_high
512-Virginia Beach-Norfolk VA-NC (VA Part),18-Indiana,21-Pharmaceuticals,5-Multiple modes & mail,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0002,0.0002,0.0002,0.0002,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0004,0.0004,0.0003,0.0004
512-Virginia Beach-Norfolk VA-NC (VA Part),19-Iowa,21-Pharmaceuticals,5-Multiple modes & mail,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
512-Virginia Beach-Norfolk VA-NC (VA Part),20-Kansas,21-Pharmaceuticals,1-Truck,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003
512-Virginia Beach-Norfolk VA-NC (VA Part),20-Kansas,21-Pharmaceuticals,5-Multiple modes & mail,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
512-Virginia Beach-Norfolk VA-NC (VA Part),21-Kentucky,21-Pharmaceuticals,1-Truck,0.0246,0.0233,0.0239,0.0245,0.0258,0.0281,0.0292,0.0313,0.0432,0.0422,0.0475,0.0505,0.0475,0.0515,0.0589,0.0535,0.0601,0.0688,0.0604,0.0702,0.0792,0.0673,0.0808
512-Virginia Beach-Norfolk VA-NC (VA Part),21-Kentucky,21-Pharmaceuticals,5-Multiple modes & mail,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
512-Virginia Beach-Norfolk VA-NC (VA Part),23-Maine,21-Pharmaceuticals,1-Truck,0.0004,0.0004,0.0004,0.0004,0.0004,0.0005,0.0005,0.0005,0.0006,0.0006,0.0007,0.0007,0.0007,0.0008,0.0009,0.0009,0.0009,0.0011,0.0011,0.0011,0.0013,0.0013,0.0014
512-Virginia Beach-Norfolk VA-NC (VA Part),24-Maryland,21-Pharmaceuticals,5-Multiple modes & mail,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0003,0.0002,0.0003,0.0003,0.0003,0.0003
512-Virginia Beach-Norfolk VA-NC (VA Part),25-Massachusetts,21-Pharmaceuticals,5-Multiple modes & mail,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0003,0.0002,0.0003,0.0003,0.0003,0.0003,0.0004,0.0003,0.0004
512-Virginia Beach-Norfolk VA-NC (VA Part),26-Michigan,21-Pharmaceuticals,5-Multiple modes & mail,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0003,0.0002,0.0003,0.0003,0.0003,0.0003,0.0004,0.0003,0.0004
512-Virginia Beach-Norfolk VA-NC (VA Part),27-Minnesota,21-Pharmaceuticals,1-Truck,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0003,0.0003,0.0003
512-Virginia Beach-Norfolk VA-NC (VA Part),27-Minnesota,21-Pharmaceuticals,5-Multiple modes & mail,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0003,0.0002,0.0003,0.0003,0.0003,0.0003,0.0004,0.0004,0.0004,0.0005,0.0004,0.0005
512-Virginia Beach-Norfolk VA-NC (VA Part),28-Mississippi,21-Pharmaceuticals,1-Truck,0.1039,0.0986,0.1009,0.1035,0.1091,0.1187,0.1233,0.1321,0.1964,0.1956,0.216,0.2287,0.2264,0.2332,0.2658,0.2632,0.2711,0.3093,0.3034,0.3155,0.3549,0.3449,0.362
512-Virginia Beach-Norfolk VA-NC (VA Part),28-Mississippi,21-Pharmaceuticals,5-Multiple modes & mail,0.0016,0.0015,0.0015,0.0016,0.0017,0.0018,0.0019,0.002,0.003,0.003,0.0033,0.0035,0.0035,0.0036,0.0041,0.004,0.0042,0.0047,0.0047,0.0048,0.0054,0.0053,0.0056
512-Virginia Beach-Norfolk VA-NC (VA Part),30-Montana,21-Pharmaceuticals,5-Multiple modes & mail,0,0,0,0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0002,0.0002
512-Virginia Beach-Norfolk VA-NC (VA Part),32-Nevada,21-Pharmaceuticals,5-Multiple modes & mail,0.0007,0.0006,0.0007,0.0007,0.0007,0.0008,0.0008,0.0009,0.001,0.0009,0.0011,0.0012,0.0012,0.0012,0.0015,0.0014,0.0015,0.0018,0.0016,0.0018,0.0022,0.0019,0.0022
512-Virginia Beach-Norfolk VA-NC (VA Part),33-New Hampshire,21-Pharmaceuticals,5-Multiple modes & mail,0,0,0,0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0002,0.0002,0.0002
512-Virginia Beach-Norfolk VA-NC (VA Part),34-New Jersey,21-Pharmaceuticals,1-Truck,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0003,0.0003,0.0002,0.0003
512-Virginia Beach-Norfolk VA-NC (VA Part),34-New Jersey,21-Pharmaceuticals,5-Multiple modes & mail,0.0016,0.0016,0.0016,0.0016,0.0017,0.0019,0.002,0.0021,0.0025,0.0024,0.0027,0.003,0.0028,0.0031,0.0037,0.0033,0.0038,0.0045,0.0039,0.0046,0.0055,0.0045,0.0056
512-Virginia Beach-Norfolk VA-NC (VA Part),35-New Mexico,21-Pharmaceuticals,1-Truck,0.0126,0.012,0.0123,0.0126,0.0133,0.0144,0.015,0.0161,0.0188,0.0187,0.0206,0.0228,0.0226,0.0233,0.0277,0.0275,0.0283,0.0337,0.033,0.0344,0.041,0.0395,0.0418
512-Virginia Beach-Norfolk VA-NC (VA Part),36-New York,21-Pharmaceuticals,1-Truck,0.0897,0.0852,0.0871,0.0894,0.0942,0.1025,0.1066,0.1141,0.1358,0.1325,0.1494,0.1652,0.1558,0.1685,0.2009,0.1827,0.2049,0.2443,0.2147,0.2492,0.297,0.2522,0.303
512-Virginia Beach-Norfolk VA-NC (VA Part),36-New York,21-Pharmaceuticals,5-Multiple modes & mail,0.0002,0.0001,0.0001,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0004,0.0004,0.0004,0.0005,0.0004,0.0005
512-Virginia Beach-Norfolk VA-NC (VA Part),37-North Carolina,21-Pharmaceuticals,1-Truck,0.0739,0.0702,0.0718,0.0737,0.0776,0.0845,0.0878,0.094,0.1299,0.1271,0.1429,0.1547,0.1461,0.1578,0.1842,0.1684,0.1878,0.2195,0.1948,0.2239,0.2592,0.2231,0.2643
512-Virginia Beach-Norfolk VA-NC (VA Part),37-North Carolina,21-Pharmaceuticals,5-Multiple modes & mail,0.0064,0.0061,0.0063,0.0064,0.0068,0.0074,0.0076,0.0082,0.0115,0.0113,0.0127,0.0137,0.0129,0.014,0.0163,0.0149,0.0166,0.0193,0.0172,0.0197,0.0228,0.0196,0.0232
512-Virginia Beach-Norfolk VA-NC (VA Part),38-North Dakota,21-Pharmaceuticals,5-Multiple modes & mail,0.0004,0.0004,0.0004,0.0004,0.0005,0.0005,0.0005,0.0006,0.0007,0.0007,0.0007,0.0008,0.0008,0.0008,0.001,0.0009,0.001,0.0012,0.0011,0.0012,0.0015,0.0013,0.0015
512-Virginia Beach-Norfolk VA-NC (VA Part),39-Ohio,21-Pharmaceuticals,1-Truck,0.0006,0.0006,0.0006,0.0006,0.0007,0.0007,0.0007,0.0008,0.0011,0.0011,0.0012,0.0013,0.0013,0.0014,0.0016,0.0015,0.0016,0.0019,0.0017,0.0019,0.0022,0.0019,0.0022
512-Virginia Beach-Norfolk VA-NC (VA Part),39-Ohio,21-Pharmaceuticals,5-Multiple modes & mail,0.0002,0.0002,0.0002,0.0002,0.0002,0.0003,0.0003,0.0003,0.0004,0.0004,0.0004,0.0005,0.0004,0.0005,0.0006,0.0005,0.0006,0.0007,0.0006,0.0007,0.0008,0.0007,0.0008
512-Virginia Beach-Norfolk VA-NC (VA Part),40-Oklahoma,21-Pharmaceuticals,1-Truck,0.0095,0.009,0.0092,0.0094,0.0099,0.0108,0.0112,0.012,0.0165,0.0165,0.0181,0.0191,0.0186,0.0195,0.0221,0.0215,0.0225,0.0255,0.0248,0.026,0.029,0.028,0.0296
512-Virginia Beach-Norfolk VA-NC (VA Part),40-Oklahoma,21-Pharmaceuticals,5-Multiple modes & mail,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0003,0.0002,0.0003
512-Virginia Beach-Norfolk VA-NC (VA Part),42-Pennsylvania,21-Pharmaceuticals,1-Truck,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0003,0.0002,0.0003
512-Virginia Beach-Norfolk VA-NC (VA Part),42-Pennsylvania,21-Pharmaceuticals,5-Multiple modes & mail,0.0331,0.0314,0.0321,0.0329,0.0347,0.0378,0.0392,0.042,0.0599,0.0587,0.0659,0.0696,0.0674,0.071,0.0809,0.0759,0.0825,0.0942,0.0856,0.0961,0.1084,0.0954,0.1106
512-Virginia Beach-Norfolk VA-NC (VA Part),45-South Carolina,21-Pharmaceuticals,1-Truck,0.0006,0.0006,0.0006,0.0006,0.0007,0.0007,0.0007,0.0008,0.0009,0.0009,0.001,0.0011,0.0011,0.0012,0.0014,0.0012,0.0014,0.0017,0.0014,0.0017,0.0021,0.0017,0.0021
512-Virginia Beach-Norfolk VA-NC (VA Part),45-South Carolina,21-Pharmaceuticals,5-Multiple modes & mail,0,0,0,0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001,0.0002
512-Virginia Beach-Norfolk VA-NC (VA Part),47-Tennessee,21-Pharmaceuticals,1-Truck,0.0002,0.0001,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0003,0.0003,0.0003,0.0004,0.0003,0.0004,0.0004,0.0004,0.0004,0.0005,0.0004,0.0005,0.0006,0.0005,0.0006
512-Virginia Beach-Norfolk VA-NC (VA Part),47-Tennessee,21-Pharmaceuticals,5-Multiple modes & mail,0.0017,0.0016,0.0017,0.0017,0.0018,0.002,0.0021,0.0022,0.003,0.0029,0.0033,0.0034,0.0032,0.0034,0.0038,0.0034,0.0039,0.0043,0.0037,0.0044,0.0048,0.004,0.0049
512-Virginia Beach-Norfolk VA-NC (VA Part),48-Texas,21-Pharmaceuticals,1-Truck,0.0015,0.0014,0.0015,0.0015,0.0016,0.0017,0.0018,0.0019,0.0024,0.0023,0.0026,0.0029,0.0027,0.0029,0.0034,0.0031,0.0035,0.0041,0.0037,0.0042,0.0049,0.0042,0.005
512-Virginia Beach-Norfolk VA-NC (VA Part),48-Texas,21-Pharmaceuticals,5-Multiple modes & mail,0.001,0.0009,0.001,0.001,0.001,0.0011,0.0012,0.0013,0.0015,0.0015,0.0017,0.0018,0.0017,0.0018,0.0022,0.002,0.0022,0.0026,0.0023,0.0027,0.0032,0.0027,0.0032
512-Virginia Beach-Norfolk VA-NC (VA Part),49-Utah,21-Pharmaceuticals,5-Multiple modes & mail,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0003,0.0002,0.0003,0.0003,0.0003,0.0003,0.0004,0.0004,0.0004
512-Virginia Beach-Norfolk VA-NC (VA Part),51-Virginia,21-Pharmaceuticals,1-Truck,46.115,43.7786,44.7836,45.9411,48.4188,52.6865,54.7595,58.6574,79.6415,77.5403,87.6056,91.0671,83.8635,92.8884,103.9406,91.463,106.0195,118.7948,100.1246,121.1707,133.9786,107.7896,136.6581
512-Virginia Beach-Norfolk VA-NC (VA Part),51-Virginia,21-Pharmaceuticals,5-Multiple modes & mail,0.9687,0.9196,0.9408,0.9651,1.0171,1.1068,1.1503,1.2322,1.6732,1.629,1.8405,1.9133,1.7619,1.9516,2.1838,1.9216,2.2275,2.496,2.1037,2.546,2.8152,2.2648,2.8715
512-Virginia Beach-Norfolk VA-NC (VA Part),53-Washington,21-Pharmaceuticals,1-Truck,0.0008,0.0008,0.0008,0.0008,0.0009,0.0009,0.001,0.0011,0.0015,0.0015,0.0017,0.0018,0.0018,0.0018,0.0021,0.0021,0.0022,0.0025,0.0025,0.0026,0.003,0.0029,0.003
512-Virginia Beach-Norfolk VA-NC (VA Part),53-Washington,21-Pharmaceuticals,5-Multiple modes & mail,0,0,0,0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002
512-Virginia Beach-Norfolk VA-NC (VA Part),54-West Virginia,21-Pharmaceuticals,5-Multiple modes & mail,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0003,0.0002,0.0003,0.0003,0.0003,0.0003
513-Washington DC-VA-MD-WV (VA Part),01-Alabama,21-Pharmaceuticals,1-Truck,0.0157,0.0149,0.0152,0.0156,0.0165,0.0179,0.0186,0.02,0.0285,0.0282,0.0314,0.0329,0.0323,0.0335,0.0378,0.0367,0.0386,0.0436,0.0418,0.0444,0.0495,0.0469,0.0505
513-Washington DC-VA-MD-WV (VA Part),01-Alabama,21-Pharmaceuticals,4-Air (include truck-air),0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0003,0.0003,0.0003,0.0003,0.0003,0.0003,0.0004,0.0004,0.0004,0.0005,0.0004,0.0005,0.0005,0.0005,0.0005
513-Washington DC-VA-MD-WV (VA Part),01-Alabama,21-Pharmaceuticals,5-Multiple modes & mail,0,0,0,0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001,0.0002,0.0002,0.0002,0.0002
513-Washington DC-VA-MD-WV (VA Part),04-Arizona,21-Pharmaceuticals,1-Truck,15.429,14.6473,14.9836,15.3708,16.1998,17.6277,18.3213,19.6254,22.9927,22.7766,25.292,27.9605,27.8372,28.5197,34.0017,33.605,34.6818,41.3483,40.6569,42.1752,50.2822,49.1022,51.2878
513-Washington DC-VA-MD-WV (VA Part),04-Arizona,21-Pharmaceuticals,4-Air (include truck-air),0,0,0,0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0002,0.0002
513-Washington DC-VA-MD-WV (VA Part),04-Arizona,21-Pharmaceuticals,5-Multiple modes & mail,0.0001,0,0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0002,0.0002
513-Washington DC-VA-MD-WV (VA Part),06-California,21-Pharmaceuticals,1-Truck,140.1411,133.0409,136.0951,139.6124,147.1422,160.1114,166.4113,178.2568,212.6271,209.9067,233.8898,257.6904,256.1764,262.8443,312.2973,305.0128,318.5432,378.5846,361.4712,386.1563,458.3418,426.783,467.5087
513-Washington DC-VA-MD-WV (VA Part),06-California,21-Pharmaceuticals,4-Air (include truck-air),0.1441,0.1368,0.14,0.1436,0.1513,0.1647,0.1712,0.1833,0.2153,0.2121,0.2368,0.2618,0.2605,0.2671,0.3184,0.309,0.3248,0.3872,0.3665,0.3949,0.4709,0.4334,0.4803
513-Washington DC-VA-MD-WV (VA Part),06-California,21-Pharmaceuticals,5-Multiple modes & mail,0.0002,0.0002,0.0002,0.0002,0.0002,0.0003,0.0003,0.0003,0.0004,0.0004,0.0004,0.0004,0.0004,0.0005,0.0005,0.0005,0.0006,0.0007,0.0006,0.0007,0.0008,0.0007,0.0008
513-Washington DC-VA-MD-WV (VA Part),08-Colorado,21-Pharmaceuticals,1-Truck,0.0429,0.0407,0.0417,0.0428,0.0451,0.049,0.051,0.0546,0.0647,0.0641,0.0712,0.0787,0.0779,0.0803,0.0957,0.0936,0.0976,0.1164,0.1125,0.1187,0.1415,0.1347,0.1444
513-Washington DC-VA-MD-WV (VA Part),08-Colorado,21-Pharmaceuticals,4-Air (include truck-air),0.0056,0.0053,0.0055,0.0056,0.0059,0.0064,0.0067,0.0072,0.0085,0.0084,0.0094,0.0103,0.0102,0.0106,0.0126,0.0123,0.0128,0.0153,0.0148,0.0156,0.0186,0.0177,0.019
513-Washington DC-VA-MD-WV (VA Part),08-Colorado,21-Pharmaceuticals,5-Multiple modes & mail,0,0,0,0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0002,0.0002
513-Washington DC-VA-MD-WV (VA Part),09-Connecticut,21-Pharmaceuticals,4-Air (include truck-air),0.0619,0.0587,0.0601,0.0616,0.0649,0.0707,0.0734,0.0787,0.093,0.0907,0.1023,0.1131,0.1082,0.1153,0.1375,0.1265,0.1403,0.1672,0.1481,0.1706,0.2033,0.1733,0.2074
513-Washington DC-VA-MD-WV (VA Part),10-Delaware,21-Pharmaceuticals,1-Truck,0.1108,0.1052,0.1076,0.1104,0.1163,0.1266,0.1316,0.1409,0.1639,0.1585,0.1803,0.1993,0.1831,0.2033,0.2424,0.2107,0.2473,0.2948,0.2427,0.3007,0.3585,0.2796,0.3657
513-Washington DC-VA-MD-WV (VA Part),10-Delaware,21-Pharmaceuticals,5-Multiple modes & mail,0.2333,0.2215,0.2266,0.2324,0.245,0.2666,0.2771,0.2968,0.3435,0.3324,0.3778,0.4177,0.3843,0.426,0.5079,0.4428,0.5181,0.6177,0.5112,0.63,0.7511,0.5903,0.7662
513-Washington DC-VA-MD-WV (VA Part),11-Washington DC,21-Pharmaceuticals,1-Truck,0.2572,0.2442,0.2498,0.2562,0.27,0.2938,0.3054,0.3271,0.3937,0.3928,0.433,0.4787,0.4739,0.4883,0.5822,0.5783,0.5938,0.708,0.6938,0.7221,0.8609,0.8282,0.8781
513-Washington DC-VA-MD-WV (VA Part),11-Washington DC,21-Pharmaceuticals,5-Multiple modes & mail,0.169,0.1604,0.1641,0.1683,0.1774,0.1931,0.2007,0.2149,0.2587,0.2581,0.2845,0.3146,0.3114,0.3209,0.3825,0.38,0.3902,0.4652,0.4559,0.4745,0.5657,0.5442,0.577
513-Washington DC-VA-MD-WV (VA Part),12-Florida,21-Pharmaceuticals,1-Truck,19.4017,18.4187,18.8415,19.3285,20.3709,22.1664,23.0386,24.6786,28.6295,28.0284,31.4924,34.8152,33.2244,35.5115,42.3375,39.198,43.1842,51.4851,46.3409,52.5148,62.6092,54.791,63.8614
513-Washington DC-VA-MD-WV (VA Part),12-Florida,21-Pharmaceuticals,4-Air (include truck-air),0.2074,0.1968,0.2014,0.2066,0.2177,0.2369,0.2462,0.2637,0.306,0.2996,0.3366,0.3721,0.3551,0.3795,0.4525,0.4189,0.4615,0.5502,0.4953,0.5612,0.6691,0.5856,0.6825
513-Washington DC-VA-MD-WV (VA Part),13-Georgia,21-Pharmaceuticals,1-Truck,20.9606,19.8986,20.3554,20.8815,22.0077,23.9475,24.8898,26.6615,31.5066,30.7753,34.6573,38.314,36.0457,39.0803,46.5922,42.2092,47.5241,56.6591,49.4629,57.7923,68.9011,57.9033,70.2791
513-Washington DC-VA-MD-WV (VA Part),13-Georgia,21-Pharmaceuticals,4-Air (include truck-air),0.0002,0.0002,0.0002,0.0002,0.0002,0.0003,0.0003,0.0003,0.0004,0.0003,0.0004,0.0004,0.0004,0.0004,0.0005,0.0005,0.0005,0.0006,0.0006,0.0007,0.0008,0.0007,0.0008
513-Washington DC-VA-MD-WV (VA Part),13-Georgia,21-Pharmaceuticals,5-Multiple modes & mail,0.0025,0.0024,0.0025,0.0025,0.0027,0.0029,0.003,0.0032,0.0038,0.0037,0.0042,0.0047,0.0044,0.0048,0.0057,0.0051,0.0058,0.0069,0.006,0.007,0.0084,0.007,0.0085
513-Washington DC-VA-MD-WV (VA Part),17-Illinois,21-Pharmaceuticals,1-Truck,33.9129,32.1947,32.9338,33.7849,35.6071,38.7455,40.27,43.1365,51.2209,50.2279,56.343,62.2877,59.213,63.5335,75.7458,69.7733,77.2607,92.1117,82.3118,93.9539,112.0137,97.091,114.254
513-Washington DC-VA-MD-WV (VA Part),17-Illinois,21-Pharmaceuticals,4-Air (include truck-air),0.0037,0.0035,0.0036,0.0037,0.0039,0.0042,0.0044,0.0047,0.0056,0.0055,0.0062,0.0068,0.0065,0.0069,0.0083,0.0076,0.0084,0.0101,0.009,0.0103,0.0122,0.0106,0.0125
513-Washington DC-VA-MD-WV (VA Part),17-Illinois,21-Pharmaceuticals,5-Multiple modes & mail,0.0151,0.0143,0.0146,0.015,0.0158,0.0172,0.0179,0.0192,0.0228,0.0223,0.025,0.0277,0.0263,0.0282,0.0337,0.031,0.0343,0.0409,0.0366,0.0418,0.0498,0.0431,0.0508
513-Washington DC-VA-MD-WV (VA Part),18-Indiana,21-Pharmaceuticals,1-Truck,16.9386,16.0804,16.4495,16.8747,17.7848,19.3523,20.1138,21.5455,31.5445,31.0442,34.699,37.0668,35.457,37.8081,43.5071,40.5531,44.3772,51.1478,46.5408,52.1707,59.3793,52.7824,60.5668
513-Washington DC-VA-MD-WV (VA Part),18-Indiana,21-Pharmaceuticals,4-Air (include truck-air),0.0014,0.0013,0.0013,0.0013,0.0014,0.0015,0.0016,0.0017,0.0024,0.0024,0.0026,0.0028,0.0027,0.0029,0.0034,0.0032,0.0034,0.004,0.0037,0.0041,0.0047,0.0042,0.0048
513-Washington DC-VA-MD-WV (VA Part),18-Indiana,21-Pharmaceuticals,5-Multiple modes & mail,0.0001,0,0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0002,0.0002
513-Washington DC-VA-MD-WV (VA Part),20-Kansas,21-Pharmaceuticals,1-Truck,31.9864,30.3659,31.063,31.8658,33.5844,36.5445,37.9825,40.6861,47.351,46.8775,52.0861,57.5817,57.0261,58.7334,70.023,68.874,71.4235,85.1524,83.2317,86.8555,103.5508,100.4297,105.6218
513-Washington DC-VA-MD-WV (VA Part),21-Kentucky,21-Pharmaceuticals,1-Truck,35.5377,33.7372,34.5117,35.4036,37.313,40.6018,42.1994,45.2032,62.5414,61.1328,68.7955,73.1804,68.7689,74.644,85.3619,77.4486,87.0691,99.6722,87.4815,101.6657,114.6841,97.399,116.9777
513-Washington DC-VA-MD-WV (VA Part),21-Kentucky,21-Pharmaceuticals,4-Air (include truck-air),0.3203,0.304,0.311,0.3191,0.3363,0.3659,0.3803,0.4074,0.4876,0.4766,0.5364,0.593,0.5535,0.6049,0.7211,0.6506,0.7356,0.8769,0.7662,0.8945,1.0664,0.9024,1.0878
513-Washington DC-VA-MD-WV (VA Part),21-Kentucky,21-Pharmaceuticals,5-Multiple modes & mail,0.0001,0,0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001,0.0002
513-Washington DC-VA-MD-WV (VA Part),22-Louisiana,21-Pharmaceuticals,4-Air (include truck-air),0.0001,0,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0001,0.0002,0.0001,0.0002
513-Washington DC-VA-MD-WV (VA Part),23-Maine,21-Pharmaceuticals,4-Air (include truck-air),0.0242,0.023,0.0235,0.0241,0.0254,0.0277,0.0288,0.0308,0.0362,0.0359,0.0398,0.044,0.0432,0.0449,0.0535,0.052,0.0546,0.065,0.0627,0.0663,0.0791,0.0757,0.0807
513-Washington DC-VA-MD-WV (VA Part),24-Maryland,21-Pharmaceuticals,1-Truck,36.62,34.7646,35.5627,36.4818,38.4494,41.8384,43.4846,46.5799,55.514,54.3622,61.0653,67.5084,63.3676,68.8585,82.0944,73.9541,83.7363,99.832,86.3069,101.8287,121.4021,100.5574,123.8302
513-Washington DC-VA-MD-WV (VA Part),24-Maryland,21-Pharmaceuticals,5-Multiple modes & mail,1.8179,1.7258,1.7654,1.8111,1.9088,2.077,2.1587,2.3124,2.7434,2.6854,3.0177,3.3361,3.129,3.4029,4.057,3.6473,4.1381,4.9335,4.2539,5.0322,5.9995,4.9527,6.1195
513-Washington DC-VA-MD-WV (VA Part),25-Massachusetts,21-Pharmaceuticals,1-Truck,54.9425,52.1588,53.3562,54.7352,57.6872,62.7718,65.2417,69.8857,82.9895,82.2657,91.2885,100.9204,98.2188,102.9388,122.7255,117.0166,125.18,149.242,139.3015,152.2268,181.4878,165.65,185.1176
513-Washington DC-VA-MD-WV (VA Part),25-Massachusetts,21-Pharmaceuticals,4-Air (include truck-air),0.0019,0.0018,0.0018,0.0018,0.0019,0.0021,0.0022,0.0024,0.0028,0.0028,0.0031,0.0034,0.0033,0.0035,0.0041,0.0039,0.0042,0.005,0.0047,0.0051,0.0061,0.0056,0.0062
513-Washington DC-VA-MD-WV (VA Part),25-Massachusetts,21-Pharmaceuticals,5-Multiple modes & mail,0.0012,0.0011,0.0011,0.0012,0.0012,0.0013,0.0014,0.0015,0.0018,0.0017,0.0019,0.0021,0.0021,0.0022,0.0026,0.0025,0.0026,0.0032,0.0029,0.0032,0.0038,0.0035,0.0039
513-Washington DC-VA-MD-WV (VA Part),26-Michigan,21-Pharmaceuticals,4-Air (include truck-air),0.0569,0.054,0.0552,0.0566,0.0597,0.065,0.0675,0.0723,0.0856,0.0836,0.0941,0.1041,0.098,0.1062,0.1266,0.115,0.1291,0.1539,0.1351,0.157,0.1872,0.1586,0.1909
