Target,ATC2 Class,Period,Model,Actual,Forecast,Error,MAE
Units Reimbursed,M01,2024Q4,Historical Mean,2281179.697,2738269.955107142,457090.25810714206,710899.276
Units Reimbursed,M01,2024Q4,Naive,2281179.697,2700836.248,419656.551,710899.276
Units Reimbursed,M01,2024Q4,Seasonal Naive,2281179.697,2700836.248,419656.551,575548.22575
Units Reimbursed,M01,2024Q4,AutoARIMA,2281179.697,2738269.9551066495,457090.2581066494,714779.6591026299
Units Reimbursed,M01,2024Q4,SARIMA,2281179.697,2813011.1524729324,531831.4554729322,759228.6393975419
Units Reimbursed,M02,2024Q1,Historical Mean,428429.0,2123904.15775,1695475.1577499998,1657630.6452499996
Units Reimbursed,M02,2024Q1,Naive,428429.0,3834922.2,3406493.2,3368648.6875
Units Reimbursed,M02,2024Q1,Seasonal Naive,428429.0,3294128.5,2865699.5,3049629.25
Units Reimbursed,M02,2024Q1,AutoARIMA,428429.0,3834922.2,3406493.2,3368648.6875
Units Reimbursed,M02,2024Q1,SARIMA,428429.0,3834922.2,3406493.2,3368648.6875
Units Reimbursed,M02,2024Q2,Historical Mean,619586.45,2123904.15775,1504317.7077499998,1657630.6452499996
Units Reimbursed,M02,2024Q2,Naive,619586.45,3834922.2,3215335.75,3368648.6875
Units Reimbursed,M02,2024Q2,Seasonal Naive,619586.45,3657573.55,3037987.0999999996,3049629.25
Units Reimbursed,M02,2024Q2,AutoARIMA,619586.45,3834922.2,3215335.75,3368648.6875
Units Reimbursed,M02,2024Q2,SARIMA,619586.45,3834922.2,3215335.75,3368648.6875
Units Reimbursed,M02,2024Q3,Historical Mean,497061.6,2123904.15775,1626842.5577499997,1657630.6452499996
Units Reimbursed,M02,2024Q3,Naive,497061.6,3834922.2,3337860.6,3368648.6875
Units Reimbursed,M02,2024Q3,Seasonal Naive,497061.6,3276986.8,2779925.1999999997,3049629.25
Units Reimbursed,M02,2024Q3,AutoARIMA,497061.6,3834922.2,3337860.6,3368648.6875
Units Reimbursed,M02,2024Q3,SARIMA,497061.6,3834922.2,3337860.6,3368648.6875
Units Reimbursed,M02,2024Q4,Historical Mean,320017.0,2123904.15775,1803887.1577499998,1657630.6452499996
Units Reimbursed,M02,2024Q4,Naive,320017.0,3834922.2,3514905.2,3368648.6875
Units Reimbursed,M02,2024Q4,Seasonal Naive,320017.0,3834922.2,3514905.2,3049629.25
Units Reimbursed,M02,2024Q4,AutoARIMA,320017.0,3834922.2,3514905.2,3368648.6875
Units Reimbursed,M02,2024Q4,SARIMA,320017.0,3834922.2,3514905.2,3368648.6875
Units Reimbursed,M03,2024Q1,Historical Mean,5575984.149,5142596.786642858,433387.3623571424,354229.5704285712
Units Reimbursed,M03,2024Q1,Naive,5575984.149,5506485.217,69498.93200000003,248263.21175000025
Units Reimbursed,M03,2024Q1,Seasonal Naive,5575984.149,6224160.557,648176.4079999998,598374.0497500002
Units Reimbursed,M03,2024Q1,AutoARIMA,5575984.149,5550072.55299047,25911.596009530127,270056.8797452352
Units Reimbursed,M03,2024Q1,SARIMA,5575984.149,5550072.55299047,25911.596009530127,270056.8797452352
Units Reimbursed,M03,2024Q2,Historical Mean,5499936.448,5142596.786642858,357339.66135714203,354229.5704285712
Units Reimbursed,M03,2024Q2,Naive,5499936.448,5506485.217,6548.76900000032,248263.21175000025
Units Reimbursed,M03,2024Q2,Seasonal Naive,5499936.448,6181954.309,682017.8610000005,598374.0497500002
Units Reimbursed,M03,2024Q2,AutoARIMA,5499936.448,5550072.55299047,50136.10499047022,270056.8797452352
Units Reimbursed,M03,2024Q2,SARIMA,5499936.448,5550072.55299047,50136.10499047022,270056.8797452352
Units Reimbursed,M03,2024Q3,Historical Mean,5361078.273,5142596.786642858,218481.48635714222,354229.5704285712
Units Reimbursed,M03,2024Q3,Naive,5361078.273,5506485.217,145406.94400000013,248263.21175000025
Units Reimbursed,M03,2024Q3,Seasonal Naive,5361078.273,5652782.001,291703.7280000001,598374.0497500002
Units Reimbursed,M03,2024Q3,AutoARIMA,5361078.273,5550072.55299047,188994.27999047004,270056.8797452352
Units Reimbursed,M03,2024Q3,SARIMA,5361078.273,5550072.55299047,188994.27999047004,270056.8797452352
Units Reimbursed,M03,2024Q4,Historical Mean,4734887.015,5142596.786642858,407709.77164285816,354229.5704285712
Units Reimbursed,M03,2024Q4,Naive,4734887.015,5506485.217,771598.2020000005,248263.21175000025
Units Reimbursed,M03,2024Q4,Seasonal Naive,4734887.015,5506485.217,771598.2020000005,598374.0497500002
Units Reimbursed,M03,2024Q4,AutoARIMA,4734887.015,5550072.55299047,815185.5379904704,270056.8797452352
Units Reimbursed,M03,2024Q4,SARIMA,4734887.015,5550072.55299047,815185.5379904704,270056.8797452352
Units Reimbursed,M04,2024Q1,Historical Mean,406233.5,361275.00953571434,44958.490464285656,32853.12023214283
Units Reimbursed,M04,2024Q1,Naive,406233.5,413104.5,6871.0,32476.875
Units Reimbursed,M04,2024Q1,Seasonal Naive,406233.5,444920.0,38686.5,53816.25
Units Reimbursed,M04,2024Q1,AutoARIMA,406233.5,418361.74074074073,12128.24074074073,45619.97685185184
Units Reimbursed,M04,2024Q1,SARIMA,406233.5,415737.99816138437,9504.49816138437,30114.175893180756
Units Reimbursed,M04,2024Q2,Historical Mean,394026.0,361275.00953571434,32750.990464285656,32853.12023214283
Units Reimbursed,M04,2024Q2,Naive,394026.0,413104.5,19078.5,32476.875
Units Reimbursed,M04,2024Q2,Seasonal Naive,394026.0,445889.0,51863.0,53816.25
Units Reimbursed,M04,2024Q2,AutoARIMA,394026.0,423618.98148148146,29592.98148148146,45619.97685185184
Units Reimbursed,M04,2024Q2,SARIMA,394026.0,414729.0658012316,20703.065801231598,30114.175893180756
Units Reimbursed,M04,2024Q3,Historical Mean,387977.0,361275.00953571434,26701.990464285656,32853.12023214283
Units Reimbursed,M04,2024Q3,Naive,387977.0,413104.5,25127.5,32476.875
Units Reimbursed,M04,2024Q3,Seasonal Naive,387977.0,433862.0,45885.0,53816.25
Units Reimbursed,M04,2024Q3,AutoARIMA,387977.0,428876.22222222225,40899.22222222225,45619.97685185184
Units Reimbursed,M04,2024Q3,SARIMA,387977.0,409990.63135442423,22013.63135442423,30114.175893180756
Units Reimbursed,M04,2024Q4,Historical Mean,334274.0,361275.00953571434,27001.009535714344,32853.12023214283
Units Reimbursed,M04,2024Q4,Naive,334274.0,413104.5,78830.5,32476.875
Units Reimbursed,M04,2024Q4,Seasonal Naive,334274.0,413104.5,78830.5,53816.25
Units Reimbursed,M04,2024Q4,AutoARIMA,334274.0,434133.4629629629,99859.46296296292,45619.97685185184
Units Reimbursed,M04,2024Q4,SARIMA,334274.0,402509.5082556828,68235.50825568283,30114.175893180756
Units Reimbursed,M05,2024Q1,Historical Mean,33236.189,25051.578214285713,8184.610785714285,9178.114285714286
Units Reimbursed,M05,2024Q1,Naive,33236.189,31175.906,2060.2829999999994,4351.377
Units Reimbursed,M05,2024Q1,Seasonal Naive,33236.189,38508.339,5272.1500000000015,3566.165
Units Reimbursed,M05,2024Q1,AutoARIMA,33236.189,31175.906,2060.2829999999994,4351.377
Units Reimbursed,M05,2024Q1,SARIMA,33236.189,31175.906,2060.2829999999994,4351.377
Units Reimbursed,M05,2024Q2,Historical Mean,36166.188,25051.578214285713,11114.609785714289,9178.114285714286
Units Reimbursed,M05,2024Q2,Naive,36166.188,31175.906,4990.282000000003,4351.377
Units Reimbursed,M05,2024Q2,Seasonal Naive,36166.188,38877.125,2710.936999999998,3566.165
Units Reimbursed,M05,2024Q2,AutoARIMA,36166.188,31175.906,4990.282000000003,4351.377
Units Reimbursed,M05,2024Q2,SARIMA,36166.188,31175.906,4990.282000000003,4351.377
Units Reimbursed,M05,2024Q3,Historical Mean,38935.668,25051.578214285713,13884.089785714285,9178.114285714286
Units Reimbursed,M05,2024Q3,Naive,38935.668,31175.906,7759.761999999999,4351.377
Units Reimbursed,M05,2024Q3,Seasonal Naive,38935.668,42622.06,3686.392,3566.165
Units Reimbursed,M05,2024Q3,AutoARIMA,38935.668,31175.906,7759.761999999999,4351.377
Units Reimbursed,M05,2024Q3,SARIMA,38935.668,31175.906,7759.761999999999,4351.377
Units Reimbursed,M05,2024Q4,Historical Mean,28580.725,25051.578214285713,3529.146785714285,9178.114285714286
Units Reimbursed,M05,2024Q4,Naive,28580.725,31175.906,2595.1810000000005,4351.377
Units Reimbursed,M05,2024Q4,Seasonal Naive,28580.725,31175.906,2595.1810000000005,3566.165
Units Reimbursed,M05,2024Q4,AutoARIMA,28580.725,31175.906,2595.1810000000005,4351.377
Units Reimbursed,M05,2024Q4,SARIMA,28580.725,31175.906,2595.1810000000005,4351.377
Units Reimbursed,M09,2024Q1,Historical Mean,24503.433,9037.440538461538,15465.992461538463,14183.193211538462
Units Reimbursed,M09,2024Q1,Naive,24503.433,18584.688,5918.745000000003,4635.945750000002
Units Reimbursed,M09,2024Q1,Seasonal Naive,24503.433,17657.376,6846.057000000001,5048.79
Units Reimbursed,M09,2024Q1,AutoARIMA,24503.433,19299.535954478837,5203.897045521164,2848.8258638029047
Units Reimbursed,M09,2024Q1,SARIMA,24503.433,19299.535954478837,5203.897045521164,2848.8258638029047
Units Reimbursed,M09,2024Q2,Historical Mean,22788.634,9037.440538461538,13751.19346153846,14183.193211538462
Units Reimbursed,M09,2024Q2,Naive,22788.634,18584.688,4203.946,4635.945750000002
Units Reimbursed,M09,2024Q2,Seasonal Naive,22788.634,16970.289,5818.3449999999975,5048.79
Units Reimbursed,M09,2024Q2,AutoARIMA,22788.634,20014.383908957676,2774.2500910423223,2848.8258638029047
Units Reimbursed,M09,2024Q2,SARIMA,22788.634,20014.383908957676,2774.2500910423223,2848.8258638029047
Units Reimbursed,M09,2024Q3,Historical Mean,23388.468,9037.440538461538,14351.027461538462,14183.193211538462
Units Reimbursed,M09,2024Q3,Naive,23388.468,18584.688,4803.7800000000025,4635.945750000002
Units Reimbursed,M09,2024Q3,Seasonal Naive,23388.468,19475.022,3913.446,5048.79
Units Reimbursed,M09,2024Q3,AutoARIMA,23388.468,20729.231863436515,2659.236136563486,2848.8258638029047
Units Reimbursed,M09,2024Q3,SARIMA,23388.468,20729.231863436515,2659.236136563486,2848.8258638029047
Units Reimbursed,M09,2024Q4,Historical Mean,22202.0,9037.440538461538,13164.559461538462,14183.193211538462
Units Reimbursed,M09,2024Q4,Naive,22202.0,18584.688,3617.3120000000017,4635.945750000002
Units Reimbursed,M09,2024Q4,Seasonal Naive,22202.0,18584.688,3617.3120000000017,5048.79
Units Reimbursed,M09,2024Q4,AutoARIMA,22202.0,21444.079817915353,757.9201820846465,2848.8258638029047
Units Reimbursed,M09,2024Q4,SARIMA,22202.0,21444.079817915353,757.9201820846465,2848.8258638029047
Units Reimbursed,N01,2024Q1,Historical Mean,183930.35,145239.48867857142,38690.86132142859,17302.332499999997
Units Reimbursed,N01,2024Q1,Naive,183930.35,155597.11599999998,28333.234000000026,20821.134499999993
Units Reimbursed,N01,2024Q1,Seasonal Naive,183930.35,267980.619,84050.269,44382.013
Units Reimbursed,N01,2024Q1,AutoARIMA,183930.35,165071.82806419733,18858.52193580268,26207.04132917127
Units Reimbursed,N01,2024Q1,SARIMA,183930.35,165071.82806419733,18858.52193580268,26207.04132917127
Units Reimbursed,N01,2024Q2,Historical Mean,128741.6,145239.48867857142,16497.888678571413,17302.332499999997
Units Reimbursed,N01,2024Q2,Naive,128741.6,155597.11599999998,26855.515999999974,20821.134499999993
Units Reimbursed,N01,2024Q2,Seasonal Naive,128741.6,77693.8,51047.8,44382.013
Units Reimbursed,N01,2024Q2,AutoARIMA,128741.6,163792.29773542722,35050.69773542721,26207.04132917127
Units Reimbursed,N01,2024Q2,SARIMA,128741.6,163792.29773542722,35050.69773542721,26207.04132917127
Units Reimbursed,N01,2024Q3,Historical Mean,148559.512,145239.48867857142,3320.023321428569,17302.332499999997
Units Reimbursed,N01,2024Q3,Naive,148559.512,155597.11599999998,7037.603999999992,20821.134499999993
Units Reimbursed,N01,2024Q3,Seasonal Naive,148559.512,169931.311,21371.799,44382.013
Units Reimbursed,N01,2024Q3,AutoARIMA,148559.512,166656.8626718626,18097.3506718626,26207.04132917127
Units Reimbursed,N01,2024Q3,SARIMA,148559.512,166656.8626718626,18097.3506718626,26207.04132917127
Units Reimbursed,N01,2024Q4,Historical Mean,134538.932,145239.48867857142,10700.556678571418,17302.332499999997
Units Reimbursed,N01,2024Q4,Naive,134538.932,155597.11599999998,21058.18399999998,20821.134499999993
Units Reimbursed,N01,2024Q4,Seasonal Naive,134538.932,155597.11599999998,21058.18399999998,44382.013
Units Reimbursed,N01,2024Q4,AutoARIMA,134538.932,167360.52697359258,32821.59497359258,26207.04132917127
Units Reimbursed,N01,2024Q4,SARIMA,134538.932,167360.52697359258,32821.59497359258,26207.04132917127
Units Reimbursed,N02,2024Q1,Historical Mean,24328307.02,21793598.730714288,2534708.289285712,2554506.674642856
Units Reimbursed,N02,2024Q1,Naive,24328307.02,25528578.89,1200271.870000001,1444239.4900000012
Units Reimbursed,N02,2024Q1,Seasonal Naive,24328307.02,26770106.04,2441799.0199999996,2514907.9325
Units Reimbursed,N02,2024Q1,AutoARIMA,24328307.02,25528578.89,1200271.870000001,1444239.4900000012
Units Reimbursed,N02,2024Q1,SARIMA,24328307.02,25528578.89,1200271.870000001,1444239.4900000012
Units Reimbursed,N02,2024Q2,Historical Mean,25214404.97,21793598.730714288,3420806.239285711,2554506.674642856
Units Reimbursed,N02,2024Q2,Naive,25214404.97,25528578.89,314173.9200000018,1444239.4900000012
Units Reimbursed,N02,2024Q2,Seasonal Naive,25214404.97,27374096.83,2159691.8599999994,2514907.9325
Units Reimbursed,N02,2024Q2,AutoARIMA,25214404.97,25528578.89,314173.9200000018,1444239.4900000012
Units Reimbursed,N02,2024Q2,SARIMA,25214404.97,25528578.89,314173.9200000018,1444239.4900000012
Units Reimbursed,N02,2024Q3,Historical Mean,25816350.75,21793598.730714288,4022752.0192857124,2554506.674642856
Units Reimbursed,N02,2024Q3,Naive,25816350.75,25528578.89,287771.8599999994,1444239.4900000012
Units Reimbursed,N02,2024Q3,Seasonal Naive,25816350.75,24332950.21,1483400.539999999,2514907.9325
Units Reimbursed,N02,2024Q3,AutoARIMA,25816350.75,25528578.89,287771.8599999994,1444239.4900000012
Units Reimbursed,N02,2024Q3,SARIMA,25816350.75,25528578.89,287771.8599999994,1444239.4900000012
Units Reimbursed,N02,2024Q4,Historical Mean,21553838.58,21793598.730714288,239760.1507142894,2554506.674642856
Units Reimbursed,N02,2024Q4,Naive,21553838.58,25528578.89,3974740.3100000024,1444239.4900000012
Units Reimbursed,N02,2024Q4,Seasonal Naive,21553838.58,25528578.89,3974740.3100000024,2514907.9325
Units Reimbursed,N02,2024Q4,AutoARIMA,21553838.58,25528578.89,3974740.3100000024,1444239.4900000012
Units Reimbursed,N02,2024Q4,SARIMA,21553838.58,25528578.89,3974740.3100000024,1444239.4900000012
Units Reimbursed,N03,2024Q1,Historical Mean,15171375.16,13708045.45964286,1463329.700357141,1005043.6053571408
Units Reimbursed,N03,2024Q1,Naive,15171375.16,14934247.35,237127.81000000052,384889.48999999976
Units Reimbursed,N03,2024Q1,Seasonal Naive,15171375.16,15802419.3,631044.1400000006,755224.375
Units Reimbursed,N03,2024Q1,AutoARIMA,15171375.16,15055857.799629629,115517.36037037149,582943.0892592594
Units Reimbursed,N03,2024Q1,SARIMA,15171375.16,15745956.812451925,574581.652451925,1116355.0372434603
Units Reimbursed,N03,2024Q2,Historical Mean,15024581.95,13708045.45964286,1316536.49035714,1005043.6053571408
Units Reimbursed,N03,2024Q2,Naive,15024581.95,14934247.35,90334.59999999963,384889.48999999976
Units Reimbursed,N03,2024Q2,Seasonal Naive,15024581.95,15849893.43,825311.4800000004,755224.375
Units Reimbursed,N03,2024Q2,AutoARIMA,15024581.95,15177468.24925926,152886.2992592603,582943.0892592594
Units Reimbursed,N03,2024Q2,SARIMA,15024581.95,15971415.88525536,946833.9352553599,1116355.0372434603
Units Reimbursed,N03,2024Q3,Historical Mean,14796467.76,13708045.45964286,1088422.3003571406,1005043.6053571408
Units Reimbursed,N03,2024Q3,Naive,14796467.76,14934247.35,137779.58999999985,384889.48999999976
Units Reimbursed,N03,2024Q3,Seasonal Naive,14796467.76,15286693.68,490225.9199999999,755224.375
Units Reimbursed,N03,2024Q3,AutoARIMA,14796467.76,15299078.698888889,502610.9388888888,582943.0892592594
Units Reimbursed,N03,2024Q3,SARIMA,14796467.76,15831564.34275892,1035096.5827589203,1116355.0372434603
Units Reimbursed,N03,2024Q4,Historical Mean,13859931.39,13708045.45964286,151885.93035714142,1005043.6053571408
Units Reimbursed,N03,2024Q4,Naive,13859931.39,14934247.35,1074315.959999999,384889.48999999976
Units Reimbursed,N03,2024Q4,Seasonal Naive,13859931.39,14934247.35,1074315.959999999,755224.375
Units Reimbursed,N03,2024Q4,AutoARIMA,13859931.39,15420689.148518518,1560757.758518517,582943.0892592594
Units Reimbursed,N03,2024Q4,SARIMA,13859931.39,15768839.368507637,1908907.978507636,1116355.0372434603
Units Reimbursed,N04,2024Q1,Historical Mean,1330977.5,1226382.0078214284,104595.49217857164,78009.37108928582
Units Reimbursed,N04,2024Q1,Naive,1330977.5,1362706.25,31728.75,85406.375
Units Reimbursed,N04,2024Q1,Seasonal Naive,1330977.5,1436285.807,105308.30700000003,136351.98725
Units Reimbursed,N04,2024Q1,AutoARIMA,1330977.5,1334746.6649755617,3769.1649755616672,25711.625
Units Reimbursed,N04,2024Q1,SARIMA,1330977.5,1334746.6649755617,3769.1649755616672,25711.625
Units Reimbursed,N04,2024Q2,Historical Mean,1308249.5,1226382.0078214284,81867.49217857164,78009.37108928582
Units Reimbursed,N04,2024Q2,Naive,1308249.5,1362706.25,54456.75,85406.375
Units Reimbursed,N04,2024Q2,Seasonal Naive,1308249.5,1465249.892,157000.392,136351.98725
Units Reimbursed,N04,2024Q2,AutoARIMA,1308249.5,1306787.0799511233,1462.4200488766655,25711.625
Units Reimbursed,N04,2024Q2,SARIMA,1308249.5,1306787.0799511233,1462.4200488766655,25711.625
Units Reimbursed,N04,2024Q3,Historical Mean,1297773.5,1226382.0078214284,71391.49217857164,78009.37108928582
Units Reimbursed,N04,2024Q3,Naive,1297773.5,1362706.25,64932.75,85406.375
Units Reimbursed,N04,2024Q3,Seasonal Naive,1297773.5,1390365.5,92592.0,136351.98725
Units Reimbursed,N04,2024Q3,AutoARIMA,1297773.5,1278827.494926685,18946.005073315,25711.625
Units Reimbursed,N04,2024Q3,SARIMA,1297773.5,1278827.494926685,18946.005073315,25711.625
Units Reimbursed,N04,2024Q4,Historical Mean,1172199.0,1226382.0078214284,54183.00782142836,78009.37108928582
Units Reimbursed,N04,2024Q4,Naive,1172199.0,1362706.25,190507.25,85406.375
Units Reimbursed,N04,2024Q4,Seasonal Naive,1172199.0,1362706.25,190507.25,136351.98725
Units Reimbursed,N04,2024Q4,AutoARIMA,1172199.0,1250867.9099022467,78668.90990224667,25711.625
Units Reimbursed,N04,2024Q4,SARIMA,1172199.0,1250867.9099022467,78668.90990224667,25711.625
Units Reimbursed,N05,2024Q1,Historical Mean,18634584.7,15533963.927142857,3100620.7728571426,2398575.770357143
Units Reimbursed,N05,2024Q1,Naive,18634584.7,18468732.0,165852.69999999925,619118.6524999999
Units Reimbursed,N05,2024Q1,Seasonal Naive,18634584.7,20168145.06,1533560.3599999994,1664370.2275
Units Reimbursed,N05,2024Q1,AutoARIMA,18634584.7,18560945.26002036,73639.4399796389,1034246.2580655571
Units Reimbursed,N05,2024Q1,SARIMA,18634584.7,18560945.26002036,73639.4399796389,1034246.2580655571
Units Reimbursed,N05,2024Q2,Historical Mean,18384564.47,15533963.927142857,2850600.542857142,2398575.770357143
Units Reimbursed,N05,2024Q2,Naive,18384564.47,18468732.0,84167.53000000119,619118.6524999999
Units Reimbursed,N05,2024Q2,Seasonal Naive,18384564.47,20531932.8,2147368.330000002,1664370.2275
Units Reimbursed,N05,2024Q2,AutoARIMA,18384564.47,18806959.243723944,422394.773723945,1034246.2580655571
Units Reimbursed,N05,2024Q2,SARIMA,18384564.47,18806959.243723944,422394.773723945,1034246.2580655571
Units Reimbursed,N05,2024Q3,Historical Mean,18300842.73,15533963.927142857,2766878.802857144,2398575.770357143
Units Reimbursed,N05,2024Q3,Naive,18300842.73,18468732.0,167889.26999999955,619118.6524999999
Units Reimbursed,N05,2024Q3,Seasonal Naive,18300842.73,19218829.84,917987.1099999994,1664370.2275
Units Reimbursed,N05,2024Q3,AutoARIMA,18300842.73,19052973.22742753,752130.4974275306,1034246.2580655571
Units Reimbursed,N05,2024Q3,SARIMA,18300842.73,19052973.22742753,752130.4974275306,1034246.2580655571
Units Reimbursed,N05,2024Q4,Historical Mean,16410166.89,15533963.927142857,876202.962857144,2398575.770357143
Units Reimbursed,N05,2024Q4,Naive,16410166.89,18468732.0,2058565.1099999994,619118.6524999999
Units Reimbursed,N05,2024Q4,Seasonal Naive,16410166.89,18468732.0,2058565.1099999994,1664370.2275
Units Reimbursed,N05,2024Q4,AutoARIMA,16410166.89,19298987.211131115,2888820.321131114,1034246.2580655571
Units Reimbursed,N05,2024Q4,SARIMA,16410166.89,19298987.211131115,2888820.321131114,1034246.2580655571
Units Reimbursed,N06,2024Q1,Historical Mean,29568028.15,24350360.718214292,5217667.431785706,3852973.9142857073
Units Reimbursed,N06,2024Q1,Naive,29568028.15,29749695.5,181667.3500000015,1546360.8675000006
Units Reimbursed,N06,2024Q1,Seasonal Naive,29568028.15,32699475.59,3131447.4400000013,3338817.0325000007
Units Reimbursed,N06,2024Q1,AutoARIMA,29568028.15,29151420.961889256,416607.1881107427,860305.7999090683
Units Reimbursed,N06,2024Q1,SARIMA,29568028.15,29151420.961889256,416607.1881107427,860305.7999090683
Units Reimbursed,N06,2024Q2,Historical Mean,29005928.75,24350360.718214292,4655568.031785708,3852973.9142857073
Units Reimbursed,N06,2024Q2,Naive,29005928.75,29749695.5,743766.75,1546360.8675000006
Units Reimbursed,N06,2024Q2,Seasonal Naive,29005928.75,32982070.75,3976142.0,3338817.0325000007
Units Reimbursed,N06,2024Q2,AutoARIMA,29005928.75,28789019.88725466,216908.8627453409,860305.7999090683
Units Reimbursed,N06,2024Q2,SARIMA,29005928.75,28789019.88725466,216908.8627453409,860305.7999090683
Units Reimbursed,N06,2024Q3,Historical Mean,28590031.49,24350360.718214292,4239670.771785706,3852973.9142857073
Units Reimbursed,N06,2024Q3,Naive,28590031.49,29749695.5,1159664.0100000016,1546360.8675000006
Units Reimbursed,N06,2024Q3,Seasonal Naive,28590031.49,30737364.82,2147333.330000002,3338817.0325000007
Units Reimbursed,N06,2024Q3,AutoARIMA,28590031.49,28569497.693796378,20533.796203620732,860305.7999090683
Units Reimbursed,N06,2024Q3,SARIMA,28590031.49,28569497.693796378,20533.796203620732,860305.7999090683
Units Reimbursed,N06,2024Q4,Historical Mean,25649350.14,24350360.718214292,1298989.4217857085,3852973.9142857073
Units Reimbursed,N06,2024Q4,Naive,25649350.14,29749695.5,4100345.3599999994,1546360.8675000006
Units Reimbursed,N06,2024Q4,Seasonal Naive,25649350.14,29749695.5,4100345.3599999994,3338817.0325000007
Units Reimbursed,N06,2024Q4,AutoARIMA,25649350.14,28436523.49257657,2787173.3525765687,860305.7999090683
Units Reimbursed,N06,2024Q4,SARIMA,25649350.14,28436523.49257657,2787173.3525765687,860305.7999090683
Units Reimbursed,N07,2024Q1,Historical Mean,2334212.319,1943503.929142857,390708.38985714316,225048.17260714306
Units Reimbursed,N07,2024Q1,Naive,2334212.319,1785429.554,548782.7650000001,383122.54775
Units Reimbursed,N07,2024Q1,Seasonal Naive,2334212.319,1957219.536,376992.78300000005,279719.46900000004
Units Reimbursed,N07,2024Q1,AutoARIMA,2334212.319,2193967.6822526674,140244.63674733276,141841.02925000002
Units Reimbursed,N07,2024Q1,SARIMA,2334212.319,2193967.6822526674,140244.63674733276,141841.02925000002
Units Reimbursed,N07,2024Q2,Historical Mean,2286573.943,1943503.929142857,343070.013857143,225048.17260714306
Units Reimbursed,N07,2024Q2,Naive,2286573.943,1785429.554,501144.38899999997,383122.54775
Units Reimbursed,N07,2024Q2,Seasonal Naive,2286573.943,2062442.971,224130.97200000007,279719.46900000004
Units Reimbursed,N07,2024Q2,AutoARIMA,2286573.943,2193967.6822526674,92606.26074733259,141841.02925000002
Units Reimbursed,N07,2024Q2,SARIMA,2286573.943,2193967.6822526674,92606.26074733259,141841.02925000002
Units Reimbursed,N07,2024Q3,Historical Mean,1955943.216,1943503.929142857,12439.286857143044,225048.17260714306
Units Reimbursed,N07,2024Q3,Naive,1955943.216,1785429.554,170513.662,383122.54775
Units Reimbursed,N07,2024Q3,Seasonal Naive,1955943.216,1750238.47,205704.74600000004,279719.46900000004
Units Reimbursed,N07,2024Q3,AutoARIMA,1955943.216,2193967.6822526674,238024.46625266736,141841.02925000002
Units Reimbursed,N07,2024Q3,SARIMA,1955943.216,2193967.6822526674,238024.46625266736,141841.02925000002
Units Reimbursed,N07,2024Q4,Historical Mean,2097478.929,1943503.929142857,153974.99985714303,225048.17260714306
Units Reimbursed,N07,2024Q4,Naive,2097478.929,1785429.554,312049.375,383122.54775
Units Reimbursed,N07,2024Q4,Seasonal Naive,2097478.929,1785429.554,312049.375,279719.46900000004
Units Reimbursed,N07,2024Q4,AutoARIMA,2097478.929,2193967.6822526674,96488.75325266737,141841.02925000002
Units Reimbursed,N07,2024Q4,SARIMA,2097478.929,2193967.6822526674,96488.75325266737,141841.02925000002
Units Reimbursed,P01,2024Q1,Historical Mean,353987.75,378503.8911785715,24516.141178571503,34891.21942857151
Units Reimbursed,P01,2024Q1,Naive,353987.75,408553.5,54565.75,64940.828250000006
Units Reimbursed,P01,2024Q1,Seasonal Naive,353987.75,441016.81,87029.06,85182.75575000001
Units Reimbursed,P01,2024Q1,AutoARIMA,353987.75,423683.0196780774,69695.26967807743,80070.34792807743
Units Reimbursed,P01,2024Q1,SARIMA,353987.75,423683.0196780774,69695.26967807743,80070.34792807743
Units Reimbursed,P01,2024Q2,Historical Mean,367506.687,378503.8911785715,10997.204178571526,34891.21942857151
Units Reimbursed,P01,2024Q2,Naive,367506.687,408553.5,41046.813000000024,64940.828250000006
Units Reimbursed,P01,2024Q2,Seasonal Naive,367506.687,466925.4,99418.71300000005,85182.75575000001
Units Reimbursed,P01,2024Q2,AutoARIMA,367506.687,423683.0196780774,56176.33267807745,80070.34792807743
Units Reimbursed,P01,2024Q2,SARIMA,367506.687,423683.0196780774,56176.33267807745,80070.34792807743
Units Reimbursed,P01,2024Q3,Historical Mean,345368.75,378503.8911785715,33135.1411785715,34891.21942857151
Units Reimbursed,P01,2024Q3,Naive,345368.75,408553.5,63184.75,64940.828250000006
Units Reimbursed,P01,2024Q3,Seasonal Naive,345368.75,398686.0,53317.25,85182.75575000001
Units Reimbursed,P01,2024Q3,AutoARIMA,345368.75,423683.0196780774,78314.26967807743,80070.34792807743
Units Reimbursed,P01,2024Q3,SARIMA,345368.75,423683.0196780774,78314.26967807743,80070.34792807743
Units Reimbursed,P01,2024Q4,Historical Mean,307587.5,378503.8911785715,70916.3911785715,34891.21942857151
Units Reimbursed,P01,2024Q4,Naive,307587.5,408553.5,100966.0,64940.828250000006
Units Reimbursed,P01,2024Q4,Seasonal Naive,307587.5,408553.5,100966.0,85182.75575000001
Units Reimbursed,P01,2024Q4,AutoARIMA,307587.5,423683.0196780774,116095.51967807743,80070.34792807743
Units Reimbursed,P01,2024Q4,SARIMA,307587.5,423683.0196780774,116095.51967807743,80070.34792807743
Units Reimbursed,P02,2024Q1,Historical Mean,2766.0,8154.410714285715,5388.410714285715,6923.910714285715
